,InvoiceDate,InvoiceNo,CustomerID,StockCode,Country,Description,Quantity,Price,Revenue,DayOfWeek,Month,RevenueLag_1Day,PurchaseID,UnitPrice,AvgMonthlyProductRevenue,AvgMonthlyUnitPrice,AvgMonthlyQuantitySold,Cohort,OrderMonth,FirstPurchaseDate,IsFirstPurchase,UnitCost,TotalCost,GrossProfit,GrossMargin
58065,2011-05-09,552376,1632600,21078.0,United Kingdom,SET20 STRAWBERRY PAPER NAPKINS ,3,0.85,2.55,1,5,4.2,16326-21078,0.28,7.31,0.72,8.0,2011-05,2011-05,2011-05-09,True,0.009000000000000001,0.027000000000000003,2.5229999999999997,98.94117647058823
58066,2011-05-09,552376,1632600,48173.0,United Kingdom,DOORMAT BLACK FLOCK ,1,7.95,7.95,1,5,2.55,16326-48173,7.95,60.03,6.17,11.0,2011-05,2011-05,2011-05-09,True,0.6120000000000001,0.6120000000000001,7.338,92.30188679245282
58067,2011-05-09,552376,1632600,22366.0,United Kingdom,DOORMAT AIRMAIL ,1,7.95,7.95,1,5,7.95,16326-22366,7.95,23.94,6.35,3.0,2011-05,2011-05,2011-05-09,True,0.0,0.0,7.95,100.0
58068,2011-05-09,552376,1632600,48185.0,United Kingdom,DOORMAT FAIRY CAKE,1,7.95,7.95,1,5,7.95,16326-48185,7.95,30.48,7.26,4.0,2011-05,2011-05,2011-05-09,True,0.0,0.0,7.95,100.0
58069,2011-05-09,552376,1632600,23283.0,United Kingdom,DOORMAT VINTAGE LEAVES DESIGN ,2,7.95,15.9,1,5,7.95,16326-23283,3.98,40.98,3.64,6.0,2011-05,2011-05,2011-05-09,True,0.6120000000000001,1.2240000000000002,14.676,92.30188679245282
58070,2011-05-09,552376,1632600,23284.0,United Kingdom,DOORMAT KEEP CALM AND COME IN,2,7.95,15.9,1,5,15.9,16326-23284,3.98,45.79,3.84,7.0,2011-05,2011-05,2011-05-09,True,0.15300000000000002,0.30600000000000005,15.594000000000001,98.07547169811322
58071,2011-05-09,552376,1632600,48194.0,United Kingdom,DOORMAT HEARTS,2,7.95,15.9,1,5,15.9,16326-48194,3.98,27.35,5.48,4.0,2011-05,2011-05,2011-05-09,True,0.0,0.0,15.9,100.0
58072,2011-05-09,552376,1632600,48188.0,United Kingdom,DOORMAT WELCOME PUPPIES,1,7.95,7.95,1,5,15.9,16326-48188,7.95,37.44,5.13,6.0,2011-05,2011-05,2011-05-09,True,0.0,0.0,7.95,100.0
58073,2011-05-09,552376,1632600,48184.0,United Kingdom,DOORMAT ENGLISH ROSE ,1,7.95,7.95,1,5,7.95,16326-48184,7.95,30.23,4.76,4.0,2011-05,2011-05,2011-05-09,True,0.0,0.0,7.95,100.0
58074,2011-05-09,552376,1632600,48188.0,United Kingdom,DOORMAT WELCOME PUPPIES,1,7.95,7.95,1,5,7.95,16326-48188,7.95,37.44,5.13,6.0,2011-05,2011-05,2011-05-09,True,0.0,0.0,7.95,100.0
58075,2011-05-09,552376,1632600,47566.0,United Kingdom,PARTY BUNTING,1,4.95,4.95,1,5,7.95,16326-47566,4.95,65.97,2.05,8.0,2011-05,2011-05,2011-05-09,True,0.0,0.0,4.95,100.0
58076,2011-05-09,552404,1593200,20836.0,United Kingdom,FRENCH PAISLEY CUSHION COVER,12,0.83,9.96,1,5,4.95,15932-20836,0.07,9.96,0.07,12.0,2011-04,2011-05,2011-04-12,False,0.06300000000000001,0.7560000000000002,9.204,92.40963855421687
58077,2011-05-09,552404,1593200,20839.0,United Kingdom,FRENCH PAISLEY CUSHION COVER ,12,0.85,10.2,1,5,9.96,15932-20839,0.07,7.77,0.83,8.0,2011-04,2011-05,2011-04-12,False,0.06300000000000001,0.7560000000000002,9.443999999999999,92.58823529411765
58078,2011-05-09,552404,1593200,20837.0,United Kingdom,FRENCH FLORAL CUSHION COVER ,12,0.83,9.96,1,5,10.2,15932-20837,0.07,9.96,0.07,12.0,2011-04,2011-05,2011-04-12,False,0.06300000000000001,0.7560000000000002,9.204,92.40963855421687
58079,2011-05-09,552404,1593200,20840.0,United Kingdom,FRENCH FLORAL CUSHION COVER ,12,0.85,10.2,1,5,9.96,15932-20840,0.07,6.99,0.81,6.0,2011-04,2011-05,2011-04-12,False,0.06300000000000001,0.7560000000000002,9.443999999999999,92.58823529411765
58080,2011-05-09,552404,1593200,21933.0,United Kingdom,PINK VINTAGE PAISLEY PICNIC BAG,10,1.65,16.5,1,5,10.2,15932-21933,0.16,18.3,0.7,10.0,2011-04,2011-05,2011-04-12,False,0.009000000000000001,0.09000000000000001,16.41,99.45454545454545
58081,2011-05-09,552404,1593200,37342.0,United Kingdom,POLKADOT COFFEE CUP  SAUCER PINK,48,0.79,37.92,1,5,16.5,15932-37342,0.02,15.62,0.46,17.0,2011-04,2011-05,2011-04-12,False,0.0,0.0,37.92,100.0
58082,2011-05-09,552404,1593200,79030.0,United Kingdom,TUMBLER NEW ENGLAND,48,0.39,18.72,1,5,37.92,15932-79030,0.01,8.04,0.75,-8.0,2011-04,2011-05,2011-04-12,False,0.0,0.0,18.72,100.0
58083,2011-05-09,552404,1593200,47566.0,United Kingdom,PARTY BUNTING,8,4.95,39.6,1,5,18.72,15932-47566,0.62,65.97,2.05,8.0,2011-04,2011-05,2011-04-12,False,0.0,0.0,39.6,100.0
58084,2011-05-09,552404,1593200,21871.0,United Kingdom,SAVE THE PLANET MUG,12,1.25,15.0,1,5,39.6,15932-21871,0.1,14.9,0.44,13.0,2011-04,2011-05,2011-04-12,False,0.009000000000000001,0.10800000000000001,14.892,99.28
58085,2011-05-09,552404,1593200,21877.0,United Kingdom,HOME SWEET HOME MUG,12,1.25,15.0,1,5,15.0,15932-21877,0.1,16.73,0.47,14.0,2011-04,2011-05,2011-04-12,False,0.0,0.0,15.0,100.0
58086,2011-05-09,552404,1593200,46000.0,United Kingdom,POLYESTER FILLER PAD 45x45cm,20,1.55,31.0,1,5,15.0,15932-46000,0.08,16.35,0.4,11.0,2011-04,2011-05,2011-04-12,False,0.027,0.54,30.46,98.25806451612904
58087,2011-05-09,552404,1593200,85123.0,United Kingdom,WHITE HANGING HEART TLIGHT HOLDER,32,2.55,81.6,1,5,31.0,15932-85123,0.08,48.8,0.78,17.0,2011-04,2011-05,2011-04-12,False,0.0,0.0,81.6,100.0
58088,2011-05-09,552404,1593200,79030.0,United Kingdom,TUMBLER BAROQUE,24,0.39,9.36,1,5,81.6,15932-79030,0.02,8.04,0.75,-8.0,2011-04,2011-05,2011-04-12,False,0.0,0.0,9.36,100.0
58093,2011-05-09,552410,1452700,22423.0,United Kingdom,REGENCY CAKESTAND 3 TIER,1,12.75,12.75,1,5,-7.65,14527-22423,12.75,59.89,6.96,5.0,2011-03,2011-05,2011-03-24,False,0.0,0.0,12.75,100.0
58094,2011-05-09,552410,1452700,22840.0,United Kingdom,ROUND CAKE TIN VINTAGE RED,1,7.95,7.95,1,5,12.75,14527-22840,7.95,11.06,5.36,1.0,2011-03,2011-05,2011-03-24,False,0.0,0.0,7.95,100.0
58095,2011-05-09,552410,1452700,82582.0,United Kingdom,AREA PATROLLED METAL SIGN,2,2.1,4.2,1,5,7.95,14527-82582,1.05,14.77,0.97,7.0,2011-03,2011-05,2011-03-24,False,0.027,0.054,4.146,98.71428571428571
58096,2011-05-09,552410,1452700,23182.0,United Kingdom,TOILET SIGN OCCUPIED OR VACANT,4,0.83,3.32,1,5,4.2,14527-23182,0.21,7.27,0.9,8.0,2011-03,2011-05,2011-03-24,False,0.0,0.0,3.32,100.0
58097,2011-05-09,552410,1452700,22898.0,United Kingdom,CHILDRENS APRON APPLES DESIGN,2,1.95,3.9,1,5,3.32,14527-22898,0.98,10.02,0.99,5.0,2011-03,2011-05,2011-03-24,False,0.216,0.432,3.468,88.92307692307693
58098,2011-05-09,552410,1452700,84795.0,United Kingdom,SUNSET CHECK HAMMOCK,2,7.95,15.9,1,5,3.9,14527-84795,3.98,29.92,6.69,4.0,2011-03,2011-05,2011-03-24,False,0.35100000000000003,0.7020000000000001,15.198,95.58490566037736
58099,2011-05-09,552410,1452700,22424.0,United Kingdom,ENAMEL BREAD BIN CREAM,2,12.75,25.5,1,5,15.9,14527-22424,6.38,27.23,11.88,2.0,2011-03,2011-05,2011-03-24,False,0.0,0.0,25.5,100.0
58100,2011-05-09,552410,1452700,82011.0,United Kingdom,BATHROOM SCALES RUBBER DUCKS,1,3.75,3.75,1,5,25.5,14527-82011,3.75,3.75,3.75,1.0,2011-03,2011-05,2011-03-24,False,1.692,1.692,2.058,54.879999999999995
58101,2011-05-09,552410,1452700,22381.0,United Kingdom,TOY TIDY PINK POLKADOT,2,2.1,4.2,1,5,3.75,14527-22381,1.05,20.18,1.92,10.0,2011-03,2011-05,2011-03-24,False,0.0,0.0,4.2,100.0
58102,2011-05-09,552410,1452700,22379.0,United Kingdom,RECYCLING BAG RETROSPOT ,1,2.1,2.1,1,5,4.2,14527-22379,2.1,15.49,1.43,7.0,2011-03,2011-05,2011-03-24,False,0.018000000000000002,0.018000000000000002,2.0820000000000003,99.14285714285715
58103,2011-05-09,552410,1452700,22665.0,United Kingdom,RECIPE BOX BLUE SKETCHBOOK DESIGN,1,2.95,2.95,1,5,2.1,14527-22665,2.95,21.26,1.94,8.0,2011-03,2011-05,2011-03-24,False,0.0,0.0,2.95,100.0
58104,2011-05-09,552410,1452700,22666.0,United Kingdom,RECIPE BOX PANTRY YELLOW DESIGN,1,2.95,2.95,1,5,2.95,14527-22666,2.95,19.61,1.39,7.0,2011-03,2011-05,2011-03-24,False,0.0,0.0,2.95,100.0
58105,2011-05-09,552410,1452700,21927.0,United Kingdom,BLUECREAM STRIPE CUSHION COVER ,3,1.25,3.75,1,5,2.95,14527-21927,0.42,7.12,0.35,6.0,2011-03,2011-05,2011-03-24,False,0.09000000000000001,0.27,3.48,92.80000000000001
58106,2011-05-09,552410,1452700,21485.0,United Kingdom,RETROSPOT HEART HOT WATER BOTTLE,1,4.95,4.95,1,5,3.75,14527-21485,4.95,32.46,3.68,7.0,2011-03,2011-05,2011-03-24,False,1.4849999999999999,1.4849999999999999,3.4650000000000003,70.0
58107,2011-05-09,552410,1452700,23201.0,United Kingdom,JUMBO BAG ALPHABET,2,2.08,4.16,1,5,4.95,14527-23201,1.04,24.26,0.83,12.0,2011-03,2011-05,2011-03-24,False,0.0,0.0,4.16,100.0
58108,2011-05-09,552410,1452700,23199.0,United Kingdom,JUMBO BAG APPLES,2,2.08,4.16,1,5,4.16,14527-23199,1.04,25.0,0.98,13.0,2011-03,2011-05,2011-03-24,False,0.0,0.0,4.16,100.0
58109,2011-05-09,552410,1452700,22748.0,United Kingdom,POPPYS PLAYHOUSE KITCHEN,1,2.1,2.1,1,5,4.16,14527-22748,2.1,12.92,1.52,6.0,2011-03,2011-05,2011-03-24,False,0.0,0.0,2.1,100.0
58110,2011-05-09,552410,1452700,23298.0,United Kingdom,SPOTTY BUNTING,2,4.95,9.9,1,5,2.1,14527-23298,2.48,33.63,1.85,7.0,2011-03,2011-05,2011-03-24,False,0.027,0.054,9.846,99.45454545454545
58111,2011-05-09,552418,1397100,20914.0,United Kingdom,SET5 RED RETROSPOT LID GLASS BOWLS,6,2.95,17.7,1,5,9.9,13971-20914,0.49,16.31,1.45,6.0,2011-03,2011-05,2011-03-17,False,0.0,0.0,17.7,100.0
58112,2011-05-09,552418,1397100,22766.0,United Kingdom,PHOTO FRAME CORNICE,8,2.95,23.6,1,5,17.7,13971-22766,0.37,13.66,1.28,5.0,2011-03,2011-05,2011-03-17,False,0.0,0.0,23.6,100.0
58113,2011-05-09,552418,1397100,22666.0,United Kingdom,RECIPE BOX PANTRY YELLOW DESIGN,12,2.95,35.4,1,5,23.6,13971-22666,0.25,19.61,1.39,7.0,2011-03,2011-05,2011-03-17,False,0.0,0.0,35.4,100.0
58114,2011-05-09,552418,1397100,23202.0,United Kingdom,JUMBO BAG VINTAGE LEAF,10,2.08,20.8,1,5,35.4,13971-23202,0.21,31.35,0.54,17.0,2011-03,2011-05,2011-03-17,False,0.018000000000000002,0.18000000000000002,20.62,99.13461538461539
58115,2011-05-09,552418,1397100,23203.0,United Kingdom,JUMBO BAG DOILEY PATTERNS,10,2.08,20.8,1,5,20.8,13971-23203,0.21,28.63,0.61,16.0,2011-03,2011-05,2011-03-17,False,0.0,0.0,20.8,100.0
58116,2011-05-09,552418,1397100,21212.0,United Kingdom,PACK OF 72 RETROSPOT CAKE CASES,24,0.55,13.2,1,5,20.8,13971-21212,0.02,16.16,0.22,28.0,2011-03,2011-05,2011-03-17,False,0.0,0.0,13.2,100.0
58117,2011-05-09,552418,1397100,48116.0,United Kingdom,DOORMAT MULTICOLOUR STRIPE,2,7.95,15.9,1,5,13.2,13971-48116,3.98,54.07,5.78,9.0,2011-03,2011-05,2011-03-17,False,0.30600000000000005,0.6120000000000001,15.288,96.15094339622642
58118,2011-05-09,552418,1397100,79030.0,United Kingdom,TUMBLER NEW ENGLAND,24,0.39,9.36,1,5,15.9,13971-79030,0.02,8.04,0.75,-8.0,2011-03,2011-05,2011-03-17,False,0.0,0.0,9.36,100.0
58119,2011-05-09,552418,1397100,22854.0,United Kingdom,CREAM SWEETHEART EGG HOLDER,4,4.95,19.8,1,5,9.36,13971-22854,1.24,18.77,1.53,4.0,2011-03,2011-05,2011-03-17,False,0.162,0.648,19.152,96.72727272727273
58120,2011-05-09,552418,1397100,22722.0,United Kingdom,SET OF 6 SPICE TINS PANTRY DESIGN,8,3.95,31.6,1,5,19.8,13971-22722,0.49,15.89,2.24,4.0,2011-03,2011-05,2011-03-17,False,0.0,0.0,31.6,100.0
58121,2011-05-09,552418,1397100,22759.0,United Kingdom,SET OF 3 NOTEBOOKS IN PARCEL,12,1.65,19.8,1,5,31.6,13971-22759,0.14,18.85,0.74,12.0,2011-03,2011-05,2011-03-17,False,0.06300000000000001,0.7560000000000002,19.044,96.18181818181817
58122,2011-05-09,552418,1397100,22547.0,United Kingdom,MINI JIGSAW DINOSAUR ,24,0.42,10.08,1,5,19.8,13971-22547,0.02,4.2,0.34,10.0,2011-03,2011-05,2011-03-17,False,0.0,0.0,10.08,100.0
58123,2011-05-09,552418,1397100,22539.0,United Kingdom,MINI JIGSAW DOLLY GIRL,24,0.42,10.08,1,5,10.08,13971-22539,0.02,9.45,0.1,22.0,2011-03,2011-05,2011-03-17,False,0.018000000000000002,0.43200000000000005,9.648,95.71428571428571
58124,2011-05-09,552418,1397100,21878.0,United Kingdom,PACK OF 6 SANDCASTLE FLAGS ASSORTED,12,0.85,10.2,1,5,10.08,13971-21878,0.07,12.36,0.51,15.0,2011-03,2011-05,2011-03-17,False,0.018000000000000002,0.21600000000000003,9.984,97.88235294117648
58125,2011-05-09,552418,1397100,47566.0,United Kingdom,PARTY BUNTING,4,4.95,19.8,1,5,10.2,13971-47566,1.24,65.97,2.05,8.0,2011-03,2011-05,2011-03-17,False,0.0,0.0,19.8,100.0
58126,2011-05-09,552418,1397100,22090.0,United Kingdom,PAPER BUNTING RETROSPOT,6,2.95,17.7,1,5,19.8,13971-22090,0.49,33.41,1.61,11.0,2011-03,2011-05,2011-03-17,False,0.0,0.0,17.7,100.0
58127,2011-05-09,552418,1397100,22693.0,United Kingdom,GROW A FLYTRAP OR SUNFLOWER IN TIN,24,1.25,30.0,1,5,17.7,13971-22693,0.05,30.53,0.25,24.0,2011-03,2011-05,2011-03-17,False,0.0,0.0,30.0,100.0
58128,2011-05-09,552418,1397100,16238.0,United Kingdom,PARTY TIME PENCIL ERASERS,28,0.21,5.88,1,5,30.0,13971-16238,0.01,4.83,0.02,23.0,2011-03,2011-05,2011-03-17,False,0.009000000000000001,0.252,5.628,95.71428571428572
58130,2011-05-09,552441,1635900,84836.0,United Kingdom,ZINC METAL HEART DECORATION,60,1.25,75.0,1,5,-11.84,16359-84836,0.02,16.17,0.32,13.0,2011-04,2011-05,2011-04-10,False,0.018000000000000002,1.08,73.92,98.56
58131,2011-05-09,552441,1635900,22854.0,United Kingdom,CREAM SWEETHEART EGG HOLDER,4,4.95,19.8,1,5,75.0,16359-22854,1.24,18.77,1.53,4.0,2011-04,2011-05,2011-04-10,False,0.162,0.648,19.152,96.72727272727273
58132,2011-05-09,552441,1635900,22722.0,United Kingdom,SET OF 6 SPICE TINS PANTRY DESIGN,4,3.95,15.8,1,5,19.8,16359-22722,0.99,15.89,2.24,4.0,2011-04,2011-05,2011-04-10,False,0.0,0.0,15.8,100.0
58133,2011-05-09,552441,1635900,22829.0,United Kingdom,SWEETHEART WIRE WALL TIDY,2,9.95,19.9,1,5,15.8,16359-22829,4.97,16.58,5.15,2.0,2011-04,2011-05,2011-04-10,False,0.0,0.0,19.9,100.0
58134,2011-05-09,552441,1635900,22969.0,United Kingdom,HOMEMADE JAM SCENTED CANDLES,12,1.45,17.4,1,5,19.9,16359-22969,0.12,16.66,0.64,11.0,2011-04,2011-05,2011-04-10,False,0.0,0.0,17.4,100.0
58135,2011-05-09,552441,1635900,22424.0,United Kingdom,ENAMEL BREAD BIN CREAM,1,12.75,12.75,1,5,17.4,16359-22424,12.75,27.23,11.88,2.0,2011-04,2011-05,2011-04-10,False,0.0,0.0,12.75,100.0
58136,2011-05-09,552442,1466700,84879.0,United Kingdom,ASSORTED COLOUR BIRD ORNAMENT,8,1.69,13.52,1,5,12.75,14667-84879,0.21,35.07,0.18,20.0,2011-04,2011-05,2011-04-07,False,0.0,0.0,13.52,100.0
58137,2011-05-09,552442,1466700,21535.0,United Kingdom,RED RETROSPOT SMALL MILK JUG,2,2.55,5.1,1,5,13.52,14667-21535,1.27,10.97,1.37,4.0,2011-04,2011-05,2011-04-07,False,0.0,0.0,5.1,100.0
58138,2011-05-09,552442,1466700,23254.0,United Kingdom,CHILDRENS CUTLERY DOLLY GIRL ,2,4.15,8.3,1,5,5.1,14667-23254,2.08,26.13,1.33,7.0,2011-04,2011-05,2011-04-07,False,0.468,0.936,7.364000000000001,88.72289156626506
58139,2011-05-09,552442,1466700,23182.0,United Kingdom,TOILET SIGN OCCUPIED OR VACANT,7,0.83,5.81,1,5,8.3,14667-23182,0.12,7.27,0.9,8.0,2011-04,2011-05,2011-04-07,False,0.0,0.0,5.81,100.0
58140,2011-05-09,552442,1466700,21533.0,United Kingdom,RETROSPOT LARGE MILK JUG,2,4.95,9.9,1,5,5.81,14667-21533,2.48,14.37,2.97,3.0,2011-04,2011-05,2011-04-07,False,0.0,0.0,9.9,100.0
58141,2011-05-09,552442,1466700,21080.0,United Kingdom,SET20 RED RETROSPOT PAPER NAPKINS ,4,0.85,3.4,1,5,9.9,14667-21080,0.21,11.23,0.44,13.0,2011-04,2011-05,2011-04-07,False,0.0,0.0,3.4,100.0
58142,2011-05-09,552442,1466700,23255.0,United Kingdom,CHILDRENS CUTLERY CIRCUS PARADE,2,4.15,8.3,1,5,3.4,14667-23255,2.08,24.1,1.43,6.0,2011-04,2011-05,2011-04-07,False,0.468,0.936,7.364000000000001,88.72289156626506
58143,2011-05-09,552442,1466700,84997.0,United Kingdom,CHILDRENS CUTLERY POLKADOT PINK,2,4.15,8.3,1,5,8.3,14667-84997,2.08,30.74,2.08,6.0,2011-04,2011-05,2011-04-07,False,0.0,0.0,8.3,100.0
58144,2011-05-09,552442,1466700,23256.0,United Kingdom,CHILDRENS CUTLERY SPACEBOY ,2,4.15,8.3,1,5,8.3,14667-23256,2.08,20.2,1.55,5.0,2011-04,2011-05,2011-04-07,False,0.468,0.936,7.364000000000001,88.72289156626506
58145,2011-05-09,552442,1466700,23254.0,United Kingdom,CHILDRENS CUTLERY DOLLY GIRL ,2,4.15,8.3,1,5,8.3,14667-23254,2.08,26.13,1.33,7.0,2011-04,2011-05,2011-04-07,False,0.468,0.936,7.364000000000001,88.72289156626506
58146,2011-05-09,552442,1466700,21172.0,United Kingdom,PARTY METAL SIGN ,10,1.45,14.5,1,5,8.3,14667-21172,0.14,12.38,1.19,8.0,2011-04,2011-05,2011-04-07,False,0.0,0.0,14.5,100.0
58147,2011-05-09,552442,1466700,22083.0,United Kingdom,PAPER CHAIN KIT RETROSPOT,4,2.95,11.8,1,5,14.5,14667-22083,0.74,21.65,1.89,7.0,2011-04,2011-05,2011-04-07,False,0.018000000000000002,0.07200000000000001,11.728000000000002,99.38983050847459
58148,2011-05-09,552442,1466700,22084.0,United Kingdom,PAPER CHAIN KIT EMPIRE,4,2.95,11.8,1,5,11.8,14667-22084,0.74,25.94,1.29,6.0,2011-04,2011-05,2011-04-07,False,0.0,0.0,11.8,100.0
58149,2011-05-09,552442,1466700,22383.0,United Kingdom,LUNCH BAG SUKI DESIGN ,1,1.65,1.65,1,5,11.8,14667-22383,1.65,19.15,0.74,10.0,2011-04,2011-05,2011-04-07,False,0.0,0.0,1.65,100.0
58150,2011-05-09,552442,1466700,23284.0,United Kingdom,DOORMAT KEEP CALM AND COME IN,2,7.95,15.9,1,5,1.65,14667-23284,3.98,45.79,3.84,7.0,2011-04,2011-05,2011-04-07,False,0.15300000000000002,0.30600000000000005,15.594000000000001,98.07547169811322
58151,2011-05-09,552442,1466700,22079.0,United Kingdom,RIBBON REEL HEARTS DESIGN ,5,1.65,8.25,1,5,15.9,14667-22079,0.33,6.86,1.4,4.0,2011-04,2011-05,2011-04-07,False,0.0,0.0,8.25,100.0
58152,2011-05-09,552442,1466700,48138.0,United Kingdom,DOORMAT UNION FLAG,4,7.95,31.8,1,5,8.25,14667-48138,1.99,34.5,5.72,5.0,2011-04,2011-05,2011-04-07,False,0.0,0.0,31.8,100.0
58153,2011-05-09,552442,1466700,23298.0,United Kingdom,SPOTTY BUNTING,3,4.95,14.85,1,5,31.8,14667-23298,1.65,33.63,1.85,7.0,2011-04,2011-05,2011-04-07,False,0.027,0.081,14.769,99.45454545454547
58154,2011-05-09,552442,1466700,84836.0,United Kingdom,ZINC METAL HEART DECORATION,6,1.25,7.5,1,5,14.85,14667-84836,0.21,16.17,0.32,13.0,2011-04,2011-05,2011-04-07,False,0.018000000000000002,0.10800000000000001,7.392,98.56
58155,2011-05-09,552442,1466700,21866.0,United Kingdom,UNION JACK FLAG LUGGAGE TAG,4,1.25,5.0,1,5,7.5,14667-21866,0.31,4.94,1.52,2.0,2011-04,2011-05,2011-04-07,False,0.045000000000000005,0.18000000000000002,4.82,96.4
58156,2011-05-09,552442,1466700,21621.0,United Kingdom,VINTAGE UNION JACK BUNTING,4,8.5,34.0,1,5,5.0,14667-21621,2.13,50.1,3.11,6.0,2011-04,2011-05,2011-04-07,False,0.0,0.0,34.0,100.0
58157,2011-05-09,552442,1466700,62018.0,United Kingdom,SOMBRERO ,4,1.95,7.8,1,5,34.0,14667-62018,0.49,133.13,0.44,104.0,2011-04,2011-05,2011-04-07,False,0.0,0.0,7.8,100.0
58158,2011-05-09,552442,1466700,90036.0,United Kingdom,FLOWER GLASS GARLAND NECKL36BLUE,3,7.95,23.85,1,5,7.8,14667-90036,2.65,15.9,5.3,2.0,2011-04,2011-05,2011-04-07,False,1.791,5.372999999999999,18.477000000000004,77.47169811320755
58159,2011-05-09,552442,1466700,90036.0,United Kingdom,FLOWER GLASS GARLAND NECKL36BLACK,3,7.95,23.85,1,5,23.85,14667-90036,2.65,15.9,5.3,2.0,2011-04,2011-05,2011-04-07,False,1.791,5.372999999999999,18.477000000000004,77.47169811320755
58160,2011-05-09,552442,1466700,90200.0,United Kingdom,GREEN SWEETHEART BRACELET,6,4.25,25.5,1,5,23.85,14667-90200,0.71,9.84,2.73,2.0,2011-04,2011-05,2011-04-07,False,0.639,3.834,21.666,84.96470588235294
58161,2011-05-09,552442,1466700,90200.0,United Kingdom,BLACK SWEETHEART BRACELET,6,4.25,25.5,1,5,25.5,14667-90200,0.71,9.84,2.73,2.0,2011-04,2011-05,2011-04-07,False,0.639,3.834,21.666,84.96470588235294
58163,2011-05-09,552444,1763400,85150.0,United Kingdom,LADIES  GENTLEMEN METAL SIGN,2,2.55,5.1,1,5,0.0,17634-85150,1.27,21.98,1.75,10.0,2011-04,2011-05,2011-04-18,False,0.0,0.0,5.1,100.0
58164,2011-05-09,552444,1763400,82600.0,United Kingdom,NO SINGING METAL SIGN,2,2.1,4.2,1,5,5.1,17634-82600,1.05,15.27,1.65,7.0,2011-04,2011-05,2011-04-18,False,0.0,0.0,4.2,100.0
58165,2011-05-09,552444,1763400,82582.0,United Kingdom,AREA PATROLLED METAL SIGN,2,2.1,4.2,1,5,4.2,17634-82582,1.05,14.77,0.97,7.0,2011-04,2011-05,2011-04-18,False,0.027,0.054,4.146,98.71428571428571
58166,2011-05-09,552444,1763400,21175.0,United Kingdom,GIN  TONIC DIET METAL SIGN,2,2.55,5.1,1,5,4.2,17634-21175,1.27,20.4,0.83,8.0,2011-04,2011-05,2011-04-18,False,0.0,0.0,5.1,100.0
58167,2011-05-09,552444,1763400,22115.0,United Kingdom,METAL SIGN EMPIRE TEA,2,2.95,5.9,1,5,5.1,17634-22115,1.48,7.54,3.32,2.0,2011-04,2011-05,2011-04-18,False,0.189,0.378,5.522,93.59322033898306
58168,2011-05-09,552444,1763400,22117.0,United Kingdom,METAL SIGN HER DINNER IS SERVED ,2,2.95,5.9,1,5,5.9,17634-22117,1.48,3.93,2.46,1.0,2011-04,2011-05,2011-04-18,False,0.441,0.882,5.018000000000001,85.05084745762713
58169,2011-05-09,552444,1763400,22116.0,United Kingdom,METAL SIGN HIS DINNER IS SERVED,2,2.95,5.9,1,5,5.9,17634-22116,1.48,3.23,1.96,1.0,2011-04,2011-05,2011-04-18,False,1.332,2.664,3.236,54.847457627118644
58170,2011-05-09,552444,1763400,22413.0,United Kingdom,METAL SIGN TAKE IT OR LEAVE IT ,4,2.95,11.8,1,5,5.9,17634-22413,0.74,11.88,1.35,4.0,2011-04,2011-05,2011-04-18,False,0.0,0.0,11.8,100.0
58171,2011-05-09,552444,1763400,21169.0,United Kingdom,YOURE CONFUSING ME METAL SIGN ,4,1.69,6.76,1,5,11.8,17634-21169,0.42,17.99,1.41,11.0,2011-04,2011-05,2011-04-18,False,0.0,0.0,6.76,100.0
58172,2011-05-09,552444,1763400,21166.0,United Kingdom,COOK WITH WINE METAL SIGN ,2,2.08,4.16,1,5,6.76,17634-21166,1.04,25.99,0.84,14.0,2011-04,2011-05,2011-04-18,False,0.0,0.0,4.16,100.0
58173,2011-05-09,552444,1763400,21905.0,United Kingdom,MORE BUTTER METAL SIGN ,2,2.1,4.2,1,5,4.16,17634-21905,1.05,3.69,1.43,2.0,2011-04,2011-05,2011-04-18,False,0.315,0.63,3.5700000000000003,85.0
58174,2011-05-09,552444,1763400,21181.0,United Kingdom,PLEASE ONE PERSON METAL SIGN,3,2.1,6.3,1,5,4.2,17634-21181,0.7,23.88,1.13,15.0,2011-04,2011-05,2011-04-18,False,0.0,0.0,6.3,100.0
58175,2011-05-09,552444,1763400,21903.0,United Kingdom,MAN FLU METAL SIGN,4,2.1,8.4,1,5,6.3,17634-21903,0.53,10.49,1.32,5.0,2011-04,2011-05,2011-04-18,False,0.0,0.0,8.4,100.0
58176,2011-05-09,552444,1763400,21179.0,United Kingdom,NO JUNK MAIL METAL SIGN,2,1.25,2.5,1,5,8.4,17634-21179,0.63,4.84,1.26,3.0,2011-04,2011-05,2011-04-18,False,0.045000000000000005,0.09000000000000001,2.41,96.4
58177,2011-05-09,552444,1763400,23068.0,United Kingdom,ALUMINIUM STAMPED HEART,4,2.49,9.96,1,5,2.5,17634-23068,0.62,11.66,0.81,5.0,2011-04,2011-05,2011-04-18,False,0.036000000000000004,0.14400000000000002,9.816,98.55421686746988
58178,2011-05-09,552444,1763400,84836.0,United Kingdom,ZINC METAL HEART DECORATION,4,1.25,5.0,1,5,9.96,17634-84836,0.31,16.17,0.32,13.0,2011-04,2011-05,2011-04-18,False,0.018000000000000002,0.07200000000000001,4.928,98.56
